sample_id,image_id,seed1_y,seed1_x,seed2_y,seed2_x,distance,path_length,path_cost,normalized_cost,label
138,S1585-2_a,783,3425,774,3429,9.848857801796104,10,5.127966381432768,0.5127966381432768,1
140,S1585-2_a,787,3425,799,3418,13.892443989449804,13,8.909818793901588,0.6853706764539683,1
145,S1585-2_a,785,2222,783,2216,6.324555320336759,7,1.7451402272443448,0.24930574674919212,1
146,S1585-2_a,789,2218,783,2216,6.324555320336759,7,2.092514402580991,0.2989306289401416,1
147,S1585-2_a,789,2218,800,2217,11.045361017187261,12,4.894049417284499,0.4078374514403749,1
148,S1585-2_a,789,2218,793,2217,4.123105625617661,5,2.6979392398611024,0.5395878479722205,1
154,S1585-2_a,789,3036,800,3022,17.804493814764857,17,10.247412150631034,0.6027889500371196,1
155,S1585-2_a,789,3036,784,3037,5.0990195135927845,6,2.008276214030556,0.334712702338426,1
164,S1585-2_a,789,3524,789,3515,9.0,10,4.137035539724514,0.4137035539724514,1
166,S1585-2_a,791,2719,795,2718,4.123105625617661,5,1.0816001260198989,0.21632002520397978,1
167,S1585-2_a,791,2719,798,2724,8.602325267042627,10,3.6571350509561777,0.3657135050956178,1
171,S1585-2_a,793,2217,828,2202,38.07886552931954,37,5.859948746744637,0.15837699315526046,1
172,S1585-2_a,793,2217,787,2219,6.324555320336759,7,3.458885867052418,0.4941265524360597,1
173,S1585-2_a,793,2217,783,2216,10.04987562112089,11,4.7788680170386755,0.434442547003516,1
174,S1585-2_a,793,2217,789,2218,4.123105625617661,5,2.6979392398611024,0.5395878479722205,1
176,S1585-2_a,793,2217,814,2218,21.02379604162864,22,3.7370089815161194,0.16986404461436908,1
178,S1585-2_a,806,2217,828,2202,26.627053911388696,27,3.3003638543265033,0.12223569830838901,1
180,S1585-2_a,806,2217,814,2218,8.06225774829855,10,1.1405925242261565,0.11405925242261565,1
182,S1585-2_a,808,2214,828,2202,23.323807579381203,24,3.2591469192188613,0.1357977883007859,1
184,S1585-2_a,808,2214,814,2218,7.211102550927978,10,1.2049199233774357,0.12049199233774358,1
186,S1585-2_a,798,2902,806,2892,12.806248474865697,13,4.700396137993029,0.36156893369177145,1
187,S1585-2_a,798,2902,795,2910,8.54400374531753,11,3.0068895960230284,0.2733535996384571,1
188,S1585-2_a,798,2902,817,2905,19.235384061671343,20,11.597616862957945,0.5798808431478972,1
189,S1585-2_a,798,2902,818,2909,21.18962010041709,23,11.833613998232378,0.514504956444886,1
190,S1585-2_a,800,2897,806,2892,7.810249675906654,8,3.37642318985166,0.4220528987314575,1
191,S1585-2_a,800,2897,795,2910,13.92838827718412,15,4.515854939315373,0.3010569959543582,1
195,S1585-2_a,800,3022,789,3036,17.804493814764857,17,10.247412150631035,0.6027889500371197,1
199,S1585-2_a,800,3022,784,3037,21.93171219946131,20,11.880708576660535,0.5940354288330267,1
225,S1585-2_a,806,2892,800,2897,7.810249675906654,8,3.376423189851661,0.4220528987314576,1
226,S1585-2_a,806,2892,795,2910,21.095023109728988,22,7.6640286361003005,0.3483649380045591,1
227,S1585-2_a,806,2892,798,2902,12.806248474865697,13,4.70039613799303,0.3615689336917715,1
228,S1585-2_a,809,2900,817,2905,9.433981132056603,9,4.16926729567316,0.46325192174146224,1
229,S1585-2_a,809,2900,818,2909,12.727922061357855,12,4.405264430947594,0.3671053692456328,1
230,S1585-2_a,806,2983,817,2966,20.248456731316587,20,7.707977110789582,0.38539885553947906,1
231,S1585-2_a,806,2983,819,2974,15.811388300841896,17,6.4926137008818525,0.38191845299305016,1
232,S1585-2_a,806,2983,825,2978,19.6468827043885,23,8.984001283882948,0.39060875147317164,1
233,S1585-2_a,806,2983,817,2972,15.556349186104045,16,6.375801510189669,0.3984875943868543,1
234,S1585-2_a,806,2983,808,2995,12.165525060596439,13,6.0832816102689975,0.46794473925146135,1
235,S1585-2_a,811,2982,817,2966,17.08800749063506,17,6.504367007437997,0.382609823966941,1
236,S1585-2_a,811,2982,819,2974,11.313708498984761,14,5.289003597530268,0.377785971252162,1
237,S1585-2_a,811,2982,825,2978,14.560219778561036,20,7.780391180531364,0.3890195590265682,1
239,S1585-2_a,811,2982,808,2995,13.341664064126334,15,6.064653354372053,0.40431022362480357,1
242,S1585-2_a,810,2414,808,2420,6.324555320336759,9,0.08518821178810458,0.009465356865344953,1
246,S1585-2_a,808,2420,810,2414,6.324555320336759,9,0.08518821178810458,0.009465356865344953,1
251,S1585-2_a,808,2747,802,2728,19.924858845171276,20,11.376967605336631,0.5688483802668316,1
252,S1585-2_a,808,2747,815,2744,7.615773105863909,9,2.888463175107715,0.32094035278974614,1
254,S1585-2_a,808,2747,817,2749,9.219544457292887,10,2.635017771219262,0.26350177712192624,1
262,S1585-2_a,808,3474,802,3476,6.324555320336759,7,1.6159608170868152,0.23085154529811644,1
270,S1585-2_a,810,3699,819,3693,10.816653826391969,10,4.739883132410255,0.4739883132410255,1
293,S1585-2_a,815,2999,808,2995,8.06225774829855,8,1.8555700068306906,0.23194625085383633,1
310,S1585-2_a,815,3437,817,3431,6.324555320336759,7,3.0254995630481862,0.432214223292598,1
314,S1585-2_a,815,3437,820,3466,29.427877939124322,33,5.26115207696173,0.15942885081702213,1
315,S1585-2_a,815,3437,820,3459,22.561028345356956,27,5.063389839576861,0.18753295702136524,1
321,S1585-2_a,815,3439,820,3466,27.459060435491963,31,4.847013988810044,0.15635528996161432,1
322,S1585-2_a,815,3439,820,3459,20.615528128088304,25,4.649251751425175,0.185970070057007,1
327,S1585-2_a,816,3719,823,3733,15.652475842498529,15,9.44462510720177,0.6296416738134513,1
330,S1585-2_a,816,3719,843,3738,33.015148038438355,34,23.53482505212505,0.6922007368272074,1
331,S1585-2_a,816,3719,840,3743,33.94112549695428,32,22.454123074517007,0.7016913460786565,1
335,S1585-2_a,822,2103,825,2095,8.54400374531753,10,1.4951291338382915,0.14951291338382916,1
336,S1585-2_a,822,2103,825,2092,11.40175425099138,12,2.1256361309407072,0.17713634424505895,1
337,S1585-2_a,822,2103,824,2099,4.47213595499958,5,1.431078127098663,0.2862156254197326,1
338,S1585-2_a,817,2905,795,2910,22.561028345356956,28,14.540297835979649,0.5192963512849874,1
339,S1585-2_a,817,2905,798,2902,19.235384061671343,20,11.597616862957942,0.5798808431478971,1
340,S1585-2_a,817,2905,809,2900,9.433981132056603,9,4.16926729567316,0.46325192174146224,1
342,S1585-2_a,818,2912,821,2917,5.830951894845301,6,2.203145757396346,0.3671909595660577,1
343,S1585-2_a,818,2912,820,2915,3.605551275463989,4,1.5655131367066306,0.39137828417665765,1
348,S1585-2_a,817,2961,817,2966,5.0,6,1.604985981036453,0.2674976635060755,1
369,S1585-2_a,817,2972,817,2966,6.0,7,1.4260546683508672,0.20372209547869533,1
370,S1585-2_a,817,2972,825,2978,10.0,9,2.687580599027922,0.298620066558658,1
372,S1585-2_a,817,2972,806,2983,15.556349186104045,16,6.375801510189669,0.3984875943868543,1
373,S1585-2_a,817,2972,808,2995,24.698178070456937,26,10.870209574016577,0.4180849836160222,1
374,S1585-2_a,819,2974,825,2978,7.211102550927978,7,2.6512706915653954,0.37875295593791364,1
375,S1585-2_a,819,2974,811,2982,11.313708498984761,14,5.28900359753027,0.3777859712521621,1
376,S1585-2_a,819,2974,806,2983,15.811388300841896,17,6.492613700881854,0.3819184529930503,1
377,S1585-2_a,819,2974,808,2995,23.706539182259394,27,10.987021764708762,0.40692673202625046,1
378,S1585-2_a,820,2915,818,2912,3.605551275463989,4,1.5655131367066306,0.39137828417665765,1
379,S1585-2_a,821,2917,818,2912,5.830951894845301,6,2.2031457573963458,0.36719095956605763,1
380,S1585-2_a,821,2917,825,2920,5.0,5,2.039535111070757,0.40790702221415137,1
389,S1585-2_a,824,2099,818,2107,10.0,9,2.3939295887130774,0.26599217652367524,1
390,S1585-2_a,824,2099,822,2103,4.47213595499958,5,1.431078127098663,0.2862156254197326,1
391,S1585-2_a,824,2099,821,2105,6.708203932499369,7,2.1368465376876897,0.30526379109824137,1
392,S1585-2_a,824,2099,817,2109,12.206555615733702,11,2.5621786073607455,0.23292532794188595,1
393,S1585-2_a,826,2083,826,2079,4.0,5,1.6509552584441778,0.33019105168883556,1
398,S1585-2_a,827,3468,820,3459,11.40175425099138,10,0.29333563754940556,0.029333563754940555,1
399,S1585-2_a,824,3777,824,3765,12.0,13,7.33300837934891,0.5640775676422238,1
400,S1585-2_a,825,2755,817,2749,10.0,10,1.7459933978597288,0.1745993397859729,1
402,S1585-2_a,831,2755,839,2752,8.54400374531753,9,3.1283291540280604,0.34759212822534,1
403,S1585-2_a,831,2755,835,2753,4.47213595499958,5,1.8679741619781454,0.3735948323956291,1
404,S1585-2_a,831,2755,843,2751,12.649110640673518,13,3.522014161365637,0.27092416625889515,1
405,S1585-2_a,825,2920,821,2917,5.0,5,2.039535111070757,0.40790702221415137,1
408,S1585-2_a,827,2921,830,2925,5.0,5,1.401603956183432,0.2803207912366864,1
409,S1585-2_a,827,2921,834,2925,8.06225774829855,8,2.183879557699097,0.2729849447123871,1
414,S1585-2_a,827,2921,844,2923,17.11724276862369,18,4.722218154585637,0.2623454530325354,1
416,S1585-2_a,827,2921,837,2925,10.770329614269007,11,2.933583579419341,0.2666894163108492,1
421,S1585-2_a,830,2925,827,2921,5.0,5,1.4016039561834317,0.28032079123668635,1
428,S1585-2_a,830,2925,844,2923,14.142135623730951,15,3.326958112386556,0.22179720749243706,1
434,S1585-2_a,837,2925,827,2921,10.770329614269007,11,2.9335835794193406,0.26668941631084914,1
441,S1585-2_a,837,2925,844,2923,7.280109889280518,8,2.0522494115702066,0.2565311764462758,1
457,S1585-2_a,832,2041,832,2047,6.0,8,2.4515878119391603,0.30644847649239504,1
459,S1585-2_a,832,2041,851,2052,21.95449840010015,21,14.273575474973402,0.6796940702368287,1
460,S1585-2_a,832,2043,832,2047,4.0,6,1.7098294508995084,0.28497157514991805,1
462,S1585-2_a,832,2043,851,2052,21.02379604162864,22,13.563014137814298,0.6165006426279226,1
464,S1585-2_a,832,2047,832,2043,4.0,6,1.7098294508995084,0.28497157514991805,1
465,S1585-2_a,832,2047,832,2041,6.0,8,2.4515878119391603,0.30644847649239504,1
466,S1585-2_a,832,2047,851,2052,19.6468827043885,20,11.871795575986443,0.5935897787993222,1
469,S1585-2_a,834,2049,835,2056,7.0710678118654755,8,4.585610940116507,0.5732013675145634,1
470,S1585-2_a,832,2985,827,2982,5.830951894845301,6,1.6726935467259647,0.2787822577876608,1
481,S1585-2_a,839,2990,844,2992,5.385164807134504,6,1.6524716140122873,0.2754119356687145,1
483,S1585-2_a,833,2067,830,2072,5.830951894845301,6,3.2807863401107693,0.5467977233517949,1
484,S1585-2_a,833,2067,835,2056,11.180339887498949,12,3.6847616966200167,0.30706347471833473,1
486,S1585-2_a,836,2062,830,2072,11.661903789690601,12,5.135088078871849,0.4279240065726541,1
487,S1585-2_a,836,2062,835,2056,6.082762530298219,7,2.241524602799137,0.3202178003998767,1
488,S1585-2_a,834,3685,828,3685,6.0,7,2.41821756221431,0.34545965174490145,1
494,S1585-2_a,839,3682,828,3685,11.40175425099138,12,4.735778588698634,0.3946482157248861,1
496,S1585-2_a,839,3682,847,3679,8.54400374531753,9,5.483482578903837,0.6092758421004264,1
499,S1585-2_a,839,3682,849,3681,10.04987562112089,11,5.868436326991076,0.5334942115446433,1
503,S1585-2_a,835,2753,828,2755,7.280109889280518,8,2.2785412951541453,0.28481766189426816,1
504,S1585-2_a,835,2753,831,2755,4.47213595499958,5,1.8679741619781451,0.373594832395629,1
506,S1585-2_a,843,2751,852,2752,9.055385138137417,10,2.758504030636316,0.2758504030636316,1
507,S1585-2_a,843,2751,828,2755,15.524174696260024,16,3.932581294541638,0.24578633090885238,1
508,S1585-2_a,843,2751,831,2755,12.649110640673518,13,3.5220141613656377,0.2709241662588952,1
532,S1585-2_a,839,2936,845,2937,6.082762530298219,7,2.435636162368628,0.34794802319551826,1
533,S1585-2_a,839,2936,844,2940,6.4031242374328485,7,2.278621646771752,0.3255173781102503,1
534,S1585-2_a,839,2936,849,2943,12.206555615733702,11,4.208378052044694,0.38257982291315396,1
543,S1585-2_a,844,2666,858,2650,21.2602916254693,23,3.862804546980055,0.16794802378174153,1
544,S1585-2_a,844,2666,860,2650,22.627416997969522,25,3.8802161478413817,0.15520864591365527,1
547,S1585-2_a,844,2666,852,2657,12.041594578792296,12,3.3325859845500774,0.27771549871250645,1
549,S1585-2_a,846,2662,858,2650,16.97056274847714,19,3.2758554606927293,0.17241344529961733,1
550,S1585-2_a,846,2662,860,2650,18.439088914585774,21,3.293267061554056,0.15682224102638362,1
552,S1585-2_a,846,2662,852,2657,7.810249675906654,8,2.7317217328745476,0.34146521660931844,1
553,S1585-2_a,844,2923,827,2921,17.11724276862369,18,4.722218154585637,0.2623454530325354,1
556,S1585-2_a,844,2923,830,2925,14.142135623730951,15,3.326958112386557,0.22179720749243712,1
557,S1585-2_a,844,2923,834,2925,10.198039027185569,11,2.791624713771736,0.25378406488833966,1
564,S1585-2_a,844,2923,837,2925,7.280109889280518,8,2.0522494115702066,0.2565311764462758,1
567,S1585-2_a,846,2923,854,2923,8.0,9,2.325124503428364,0.258347167047596,1
579,S1585-2_a,844,2940,839,2936,6.4031242374328485,7,2.278621646771752,0.3255173781102503,1
581,S1585-2_a,844,2940,837,2937,7.615773105863909,9,2.9161812612735467,0.3240201401415052,1
582,S1585-2_a,844,2940,849,2943,5.830951894845301,6,1.9756149378930816,0.3292691563155136,1
586,S1585-2_a,847,3679,828,3685,19.924858845171276,20,9.69918959879317,0.4849594799396585,1
588,S1585-2_a,847,3679,837,3683,10.770329614269007,11,6.171601325472508,0.5610546659520462,1
593,S1585-2_a,847,3679,839,3682,8.54400374531753,9,5.483482578903837,0.6092758421004264,1
594,S1585-2_a,849,3681,828,3685,21.37755832643195,22,10.08414334688041,0.45837015213092774,1
596,S1585-2_a,849,3681,837,3683,12.165525060596439,13,6.556555073559746,0.5043503902738267,1
601,S1585-2_a,849,3681,839,3682,10.04987562112089,11,5.868436326991075,0.5334942115446432,1
608,S1585-2_a,851,2027,848,2023,5.0,5,1.5072164792478255,0.3014432958495651,1
609,S1585-2_a,851,2027,844,2022,8.602325267042627,8,2.691627321954427,0.3364534152443034,1
610,S1585-2_a,851,2027,862,2029,11.180339887498949,14,6.044230297017915,0.43173073550127966,1
611,S1585-2_a,851,2033,847,2038,6.4031242374328485,8,2.049781310315827,0.2562226637894784,1
630,S1585-2_a,855,3694,865,3705,14.866068747318506,16,2.345269624391828,0.14657935152448925,1
661,S1585-2_a,858,2650,846,2662,16.97056274847714,19,3.2758554606927293,0.17241344529961733,1
662,S1585-2_a,858,2650,844,2666,21.2602916254693,23,3.8628045469800556,0.16794802378174153,1
664,S1585-2_a,858,2650,852,2657,9.219544457292887,14,1.5391514124681938,0.10993938660487099,1
666,S1585-2_a,860,2650,846,2662,18.439088914585774,21,3.2932670615540554,0.1568222410263836,1
667,S1585-2_a,860,2650,844,2666,22.627416997969522,25,3.8802161478413817,0.15520864591365527,1
669,S1585-2_a,860,2650,852,2657,10.63014581273465,16,1.5565630133295205,0.09728518833309503,1
686,S1585-2_a,865,2286,860,2315,29.427877939124322,30,0.5606426750795762,0.018688089169319206,1
687,S1585-2_a,866,2908,881,2891,22.67156809750927,20,3.651616155873046,0.18258080779365232,1
689,S1585-2_a,866,2910,864,2914,4.47213595499958,6,2.1132355990806806,0.35220593318011345,1
693,S1585-2_a,867,2749,858,2748,9.055385138137417,10,3.1333303623107693,0.31333303623107694,1
694,S1585-2_a,867,2749,852,2752,15.297058540778355,21,6.952839614222403,0.3310876006772573,1
698,S1585-2_a,868,2754,858,2748,11.661903789690601,15,3.266864734799399,0.21779098231995994,1
699,S1585-2_a,868,2754,852,2752,16.1245154965971,18,6.649776483013376,0.36943202683407644,1
709,S1585-2_a,871,3606,872,3613,7.0710678118654755,8,0.19809583540757716,0.024761979425947146,1
710,S1585-2_a,871,3606,873,3609,3.605551275463989,4,0.14874930871831327,0.03718732717957832,1
711,S1585-2_a,871,3606,871,3617,11.0,12,0.2389152272089133,0.019909602267409444,1
715,S1585-2_a,871,3617,871,3606,11.0,12,0.23891522720891328,0.01990960226740944,1
717,S1585-2_a,871,3617,873,3646,29.068883707497267,34,1.2980382052458674,0.03817759427193728,1
719,S1585-2_a,873,3609,871,3606,3.605551275463989,4,0.14874930871831327,0.03718732717957832,1
723,S1585-2_a,880,2034,867,2032,13.152946437965905,14,7.319268425426238,0.5228048875304456,1
724,S1585-2_a,880,2034,873,2038,8.06225774829855,8,4.027288762903155,0.5034110953628944,1
725,S1585-2_a,880,2034,892,2039,13.0,14,3.142714192223959,0.22447958515885422,1
726,S1585-2_a,886,2030,867,2032,19.1049731745428,20,8.04996573746818,0.40249828687340894,1
727,S1585-2_a,886,2030,873,2038,15.264337522473747,14,4.757986074945095,0.339856148210364,1
728,S1585-2_a,886,2030,892,2039,10.816653826391969,10,2.3875462275473263,0.23875462275473264,1
729,S1585-2_a,880,2806,887,2840,34.713109915419565,35,9.109106425868637,0.26026018359624675,1
730,S1585-2_a,880,2806,890,2790,18.867962264113206,18,3.626952709866331,0.2014973727703517,1
733,S1585-2_a,882,3566,884,3605,39.05124837953327,40,0.26918908200498215,0.006729727050124553,1
734,S1585-2_a,892,2039,867,2032,25.96150997149434,27,10.389562933391392,0.3847986271626442,1
735,S1585-2_a,892,2039,873,2038,19.026297590440446,21,7.09758327086831,0.33798015575563384,1
736,S1585-2_a,892,2039,886,2030,10.816653826391969,10,2.387546227547326,0.23875462275473258,1
737,S1585-2_a,892,2039,884,2032,10.63014581273465,10,2.5498594483159494,0.2549859448315949,1
738,S1585-2_a,892,2039,880,2034,13.0,14,3.1427141922239596,0.22447958515885427,1
739,S1585-2_a,892,2039,898,2040,6.082762530298219,7,1.6797026356219564,0.2399575193745652,1
740,S1585-2_a,892,2039,898,2042,6.708203932499369,8,1.94699999878415,0.24337499984801875,1
743,S1585-2_a,893,1965,886,1969,8.06225774829855,8,4.058625621795049,0.5073282027243812,1
744,S1585-2_a,893,1965,880,1974,15.811388300841896,14,8.595795951760278,0.6139854251257342,1
747,S1585-2_a,894,1973,880,1974,14.035668847618199,15,8.003087299575832,0.5335391533050554,1
748,S1585-2_a,903,1971,913,1970,10.04987562112089,11,4.620137530138222,0.42001250273983837,1
750,S1585-2_a,894,3948,896,3938,10.198039027185569,11,3.0928297871529313,0.2811663442866301,1
756,S1585-2_a,894,3948,898,3960,12.649110640673518,13,6.956817761701428,0.5351398278231868,1
768,S1585-2_a,896,3929,896,3938,9.0,10,3.9032004053855665,0.3903200405385566,1
777,S1585-2_a,896,3938,896,3929,9.0,10,3.903200405385567,0.3903200405385567,1
786,S1585-2_a,896,3938,894,3948,10.198039027185569,11,3.092829787152931,0.28116634428663007,1
787,S1585-2_a,896,3938,898,3960,22.090722034374522,23,9.919231942520838,0.43127095402264515,1
795,S1585-2_a,898,2040,892,2039,6.082762530298219,7,1.6797026356219562,0.23995751937456516,1
797,S1585-2_a,898,2042,892,2039,6.708203932499369,8,1.94699999878415,0.24337499984801875,1
798,S1585-2_a,898,2042,901,2047,5.830951894845301,6,1.5127159903232628,0.2521193317205438,1
800,S1585-2_a,901,2047,898,2042,5.830951894845301,6,1.5127159903232625,0.25211933172054374,1
801,S1585-2_a,905,2051,909,2055,5.656854249492381,6,1.4184606050978588,0.23641010084964312,1
802,S1585-2_a,905,2051,911,2057,8.48528137423857,8,1.5163023141368026,0.18953778926710033,1
804,S1585-2_a,909,2055,905,2051,5.656854249492381,6,1.4184606050978588,0.23641010084964312,1
808,S1585-2_a,915,3734,925,3760,27.85677655436824,28,1.3406095567789917,0.04787891274210685,1
809,S1585-2_a,920,1970,913,1970,7.0,8,2.2518896441579423,0.2814862055197428,1
810,S1585-2_a,920,1970,930,1972,10.198039027185569,11,4.071706990574043,0.37015518096127664,1
811,S1585-2_a,925,1971,930,1972,5.0990195135927845,6,2.43363226213016,0.40560537702169336,1
863,S1585-2_a,933,1693,947,1690,14.317821063276353,15,8.33757354738811,0.5558382364925407,1
864,S1585-2_a,933,1693,934,1704,11.045361017187261,12,6.423065905496918,0.5352554921247431,1
865,S1585-2_a,933,1693,933,1701,8.0,9,5.098528382119938,0.566503153568882,1
867,S1585-2_a,930,1626,937,1617,11.40175425099138,12,4.008576841031865,0.33404807008598875,1
869,S1585-2_a,934,1631,937,1617,14.317821063276353,15,4.569762018445034,0.3046508012296689,1
885,S1585-2_a,937,1868,962,1870,25.079872407968907,26,12.611901584938865,0.485073137882264,1
886,S1585-2_a,937,1868,964,1867,27.018512172212592,28,13.084849174505747,0.46731604194663384,1
888,S1585-2_a,937,1868,941,1876,8.94427190999916,10,2.5323805492086544,0.25323805492086543,1
890,S1585-2_a,937,1868,965,1862,28.635642126552707,32,14.596836016746671,0.4561511255233335,1
894,S1585-2_a,939,1666,958,1658,20.615528128088304,26,10.521263422110891,0.40466397777349583,1
897,S1585-2_a,939,1666,951,1658,14.422205101855956,13,9.160479457749513,0.7046522659807318,1
898,S1585-2_a,939,1666,946,1675,11.40175425099138,11,3.4127356433373963,0.3102486948488542,1
913,S1585-2_a,933,1701,930,1692,9.486832980505138,10,5.231369989614579,0.5231369989614578,1
914,S1585-2_a,933,1701,933,1693,8.0,9,5.098528382119938,0.566503153568882,1
921,S1585-2_a,934,1704,930,1692,12.649110640673518,13,6.555907512991559,0.5043005779224277,1
922,S1585-2_a,934,1704,933,1693,11.045361017187261,12,6.423065905496919,0.5352554921247432,1
923,S1585-2_a,934,1704,946,1728,26.832815729997478,25,19.35019918885777,0.7740079675543108,1
927,S1585-2_a,943,1878,947,1874,5.656854249492381,6,2.630941530047394,0.438490255007899,1
932,S1585-2_a,941,3908,945,3915,8.06225774829855,8,0.37006997695099075,0.046258747118873844,1
933,S1585-2_a,941,3908,950,3908,9.0,15,2.330740561401437,0.15538270409342914,1
934,S1585-2_a,946,1675,939,1666,11.40175425099138,11,3.412735643337396,0.31024869484885415,1
957,S1585-2_a,947,3889,937,3867,24.166091947189145,23,1.1164138776810264,0.04853973381221854,1
958,S1585-2_a,948,3892,949,3900,8.06225774829855,9,0.26341457998578405,0.029268286665087115,1
